id,hotelid,hotelname,address,city,country,zipcode,propertytype,starrating,latitude,longitude,Source,url,curr
80387,93981,Barcelo Corralejo Bay - Adults Only,"Avenida Grandes Playas, 12",Corralejo,Spain,35660,Hotels,4,28.73272903,-13.86754632,2,http://www.booking.com/hotel/es/atlantispalace.en-gb.html,EUR
80388,93983,Hotel Casanova,"Avenida Madrid, 54",Fraga,Spain,22520,Hotels,3,41.52118198,0.33736825,2,http://www.booking.com/hotel/es/casanova.en-gb.html,EUR
80389,93984,Abba Huesca,"Tarbes,14",Huesca,Spain,22005,Hotels,4,42.13292034,-0.40706813,2,http://www.booking.com/hotel/es/abba-huesca.en-gb.html,EUR
80390,93985,Ole Galeon Ibiza,Puerto San Miguel s/n,Puerto de San Miguel,Spain,7815,Hotels,4,39.08191881,1.4417249,2,http://www.booking.com/hotel/es/ole-galeon-ibiza.en-gb.html,EUR
80391,93986,Hotel El Convento,"Maldonado, 2",Arcos de la Frontera,Spain,11630,Hotels,2,36.74760606,-5.80561459,2,http://www.booking.com/hotel/es/el-convento.en-gb.html,EUR
80392,93987,Campomar Playa,"Gaviota, 12",El Puerto de Santa Maria,Spain,11500,Hotels,3,36.58612215,-6.22109413,2,http://www.booking.com/hotel/es/campomar.en-gb.html,EUR
80393,93988,Hotel Villa Frigiliana,Paseo de Las Tres Culturas S/N,Frigiliana,Spain,29788,Hotels,3,36.7903245,-3.89523268,2,http://www.booking.com/hotel/es/villa-frigiliana.en-gb.html,EUR
80394,93989,Hotel Gala Placidia,"Roma, 4",Benidorm,Spain,3503,Hotels,3,38.53723655,-0.10487437,2,http://www.booking.com/hotel/es/gala-placidia.en-gb.html,EUR
80395,93990,H10 Casa del Mar,"Gran Via Del Puig Major, 2",Santa Ponsa,Spain,7180,Hotels,4,39.51731863,2.48166293,2,http://www.booking.com/hotel/es/playas-de-mallorca.en-gb.html,EUR
80396,93991,Daniya Denia Spa & Business,"Sardina, 11",Denia,Spain,3700,Hotels,4,38.84667678,0.09850949,2,http://www.booking.com/hotel/es/daniya-denia-spa-business.en-gb.html,EUR
80397,93992,H10 Ocean Dreams Hotel Boutique - Adults Only,"Las Palmeras, 2",Corralejo,Spain,35660,Hotels,4,28.73203756,-13.87212753,2,http://www.booking.com/hotel/es/las-palmeras-corralejo.en-gb.html,EUR
80398,93995,Hotel Tancat de Codorniu,C.N. 340 - Km 1059,Les Cases dAlcanar,Spain,43569,Hotels,4,40.5282837,0.51042706,2,http://www.booking.com/hotel/es/tancat-de-codorniu.en-gb.html,EUR
80399,93996,Hotel Arena,"Doctor Aquilino Hurle, 31",Gijon,Spain,33202,Hotels,3,43.53877949,-5.64802006,2,http://www.booking.com/hotel/es/arena.en-gb.html,EUR
80400,93997,Four Points by Sheraton Barcelona Diagonal,"Diagonal, 161",Barcelona,Spain,8018,Hotels,3,41.40529573,2.19600767,2,http://www.booking.com/hotel/es/diagonal-barcelona.en-gb.html,EUR
80401,9400,Grand Hotel Panhans,hochstrasse 32,Semmering,Austria,2680,Hotels,4,47.639935,15.826492,5,https://www.agoda.com/en-gb/grand-hotel-panhans/hotel/semmering-at.html,EUR
80402,94015,La Santa Maria,"Paseo de la Ribera, 52",Sitges,Spain,8870,Hotels,3,41.23456274,1.80618346,2,http://www.booking.com/hotel/es/la-santa-maria.en-gb.html,EUR
80403,94018,Grupotel Santa Eularia & Spa - Adults Only,"C/ Pare Vicent Costa, 16",Santa Eularia des Riu,Spain,7840,Hotels,4,38.98776547,1.54796167,2,http://www.booking.com/hotel/es/grupotel-santa-eularia.en-gb.html,EUR
80404,94021,Hotel Don Pancho - Adults Only,"Avenida Del Mediterraneo, 39",Benidorm,Spain,3503,Hotels,4,38.5363774,-0.11359088,2,http://www.booking.com/hotel/es/don-pancho.en-gb.html,EUR
80405,94022,Hotel Cimbel,"Avenida Europa, 1",Benidorm,Spain,3503,Hotels,4,38.53600814,-0.12054786,2,http://www.booking.com/hotel/es/cimbel.en-gb.html,EUR
80406,94023,Hotel Azarbe,"Avenida Del Rocio, 2",Murcia,Spain,30007,Hotels,4,37.99216764,-1.11669213,2,http://www.booking.com/hotel/es/azarbe.en-gb.html,EUR
80407,94025,Ayre Hotel Alfonso II,"Ramiro I, 30",Oviedo,Spain,33012,Hotels,4,43.36646923,-5.86105384,2,http://www.booking.com/hotel/es/rei-alfonso-ii.en-gb.html,EUR
80408,94026,Hotel Roca,"N-340, Km.1049",Vinaros,Spain,12500,Hotels,2,40.45709096,0.45777798,2,http://www.booking.com/hotel/es/roca.en-gb.html,EUR
80409,94028,Barcelo Costa Vasca,"Avenida de Pio Baroja, 15",San Sebastian,Spain,20008,Hotels,4,43.31162292,-1.99522555,2,http://www.booking.com/hotel/es/costavaca.en-gb.html,EUR
80410,94030,Hotel Rural Casablanca,"Real, 146",Los Realejos,Spain,38414,Hotels,2,28.38187663,-16.61982536,2,http://www.booking.com/hotel/es/rural-casa-blanca.en-gb.html,EUR
80411,94031,Hotel Rural Huerta del Laurel,"Madre Trinidad Carreras, 2",Monachil,Spain,18193,Hotels,2,37.13215507,-3.53809655,2,http://www.booking.com/hotel/es/rural-huerta-del-laurel.en-gb.html,EUR
80412,94032,Del Mar Hotel & Spa,"Babor, 5",El Puerto de Santa Maria,Spain,11500,Hotels,3,36.59823906,-6.24152854,2,http://www.booking.com/hotel/es/del-mar-el-puerto-de-santa-maria.en-gb.html,EUR
80413,94033,Villa Flamenca,"Andalucia, 1",Nerja,Spain,29780,Hotels,3,36.75243301,-3.87200426,2,http://www.booking.com/hotel/es/villa-flamenca.en-gb.html,EUR
80414,94034,Hotel Termes Montbrio,T-310 Km 10.5,Montbrio del Camp,Spain,43340,Hotels,4,41.1178359,1.00463212,2,http://www.booking.com/hotel/es/termes-montbrio.en-gb.html,EUR
80415,94038,Hotel Spa Paris,"Ancha, 18",Leon,Spain,24003,Hotels,3,42.59839975,-5.56930686,2,http://www.booking.com/hotel/es/paris-leon.en-gb.html,EUR
80416,94041,Hotel Los Caspios,Carretera La Isla s/n,Colunga,Spain,33320,Hotels,3,43.48111833,-5.23817718,2,http://www.booking.com/hotel/es/los-caspios.en-gb.html,EUR
80417,94042,Hotel Spa Pinar del Mar,"Avenida S Agaro, 157",Platja  dAro,Spain,17250,Hotels,3,41.80696671,3.05691563,2,http://www.booking.com/hotel/es/pinar-del-mar.en-gb.html,EUR
80418,94043,Golden Mar Menuda,Platja Mar Menuda,Tossa de Mar,Spain,17320,Hotels,4,41.72244289,2.93756604,2,http://www.booking.com/hotel/es/mar-menuda.en-gb.html,EUR
80419,94044,Hotel Spa Nanin Playa,"Playa Nanin, s/n",Sanxenxo,Spain,36960,Hotels,3,42.39844475,-8.78870174,2,http://www.booking.com/hotel/es/nanin.en-gb.html,EUR
80420,94045,Carlos III,Carretera De Sant Carlos A Alcanar Playa Km4,Sant Carles de la Rapita,Spain,43530,Hotels,3,40.58242619,0.5561614,2,http://www.booking.com/hotel/es/carlos-iii.en-gb.html,EUR
80421,94046,Pino Alto,"Avenida Playa Cristal 18, Urb. Pino Alto",Miami Platja,Spain,43892,Hotels,4,40.99526937,0.93070507,2,http://www.booking.com/hotel/es/pino-alto.en-gb.html,EUR
80422,94047,Barcelo Punta Umbria Mar,"Avenida del Oceano, s/n",Punta Umbria,Spain,21100,Hotels,4,37.18580078,-6.98079228,2,http://www.booking.com/hotel/es/barcelo-punta-umbria.en-gb.html,EUR
80423,94050,Hotel Golf & Spa Real Badaguas Jaca,"La Paul, 2. Urbo Lomas De Badaguas",Badaguas,Spain,22714,Hotels,4,42.5861078,-0.46501458,2,http://www.booking.com/hotel/es/barcelo-jaca.en-gb.html,EUR
80424,94052,Hotel Pinomar,"Jade, 7",El Puerto de Santa Maria,Spain,11500,Hotels,3,36.58768681,-6.24877453,2,http://www.booking.com/hotel/es/pinomar.en-gb.html,EUR
80425,94053,Barcelo Illetas Albatros Adults Only,"Paseo de Illetas, 15",Illetas,Spain,7181,Hotels,4,39.54268065,2.59466708,2,http://www.booking.com/hotel/es/barcelo-albatros.en-gb.html,EUR
80426,94058,Hotel Agua Azul - Adults Only,Emilio Ortuno 7,Benidorm,Spain,3501,Hotels,4,38.53834745,-0.12783006,2,http://www.booking.com/hotel/es/agua-azul.en-gb.html,EUR
80427,940594,Hilton Amsterdam Schiphol Airport,Schiphol Boulevard 701,Amsterdam,Netherlands,,Hotels,4,52.30690384,4.755062103,5,https://www.agoda.com/en-gb/hilton-amsterdam-schiphol-airport/hotel/amsterdam-nl.html,EUR
80428,94061,Hotel Madanis,"Riera Blanca, 10",Hospitalet de Llobregat,Spain,8903,Hotels,4,41.37684479,2.12141544,2,http://www.booking.com/hotel/es/madanis.en-gb.html,EUR
80429,94062,Hotel Sercotel Iriguibel Huarte Pamplona,"Intxaurdia, 4",Huarte,Spain,31620,Hotels,3,42.83178768,-1.58571359,2,http://www.booking.com/hotel/es/iriguibel.en-gb.html,EUR
80430,94064,Hotel San Vicente,"Marantes, 16",Lugar da Torre de Marantes,Spain,15884,Hotels,3,42.93942814,-8.46962214,2,http://www.booking.com/hotel/es/san-vicente.en-gb.html,EUR
80431,94066,Hotel Silvota,"Penasanta, s/n",Lugo de Llanera,Spain,33192,Hotels,3,43.41694875,-5.8109951,2,http://www.booking.com/hotel/es/silvota.en-gb.html,EUR
80432,94067,OYO Las Vegas,Calle Sextil s/n,Burgos,Spain,9007,Hotels,2,42.3635879,-3.62729073,2,http://www.booking.com/hotel/es/las-vegas.en-gb.html,EUR
80433,94069,Eurostars Monte Real,"Arroyofresno, 17",Madrid,Spain,28035,Hotels,4,40.47503905,-3.74296099,2,http://www.booking.com/hotel/es/ac-monte-real.en-gb.html,EUR
80434,94071,AC Hotel Madrid Feria,"Via de los Poblados, 3",Madrid,Spain,28033,Hotels,4,40.47480033,-3.63440126,2,http://www.booking.com/hotel/es/ac-feria-madrid.en-gb.html,EUR
80435,94072,Hotel Oca Vila de Allariz,"Paseo do Arnado Esq. Rua O Fuxon, s/n",Allariz,Spain,32660,Hotels,4,42.19292841,-7.80508339,2,http://www.booking.com/hotel/es/hotel-oca-vila-de-allariz.en-gb.html,EUR
80436,94074,Barcelo Castillo Beach Resort,"Avenida del Castillo, s/n",Caleta De Fuste,Spain,35610,Hotels,4,28.39471083,-13.85419697,2,http://www.booking.com/hotel/es/club-el-castillo.en-gb.html,EUR
80437,94075,Barcelo Castillo Royal Level,"Avenida Del Castillo, S/N",Caleta De Fuste,Spain,35610,Hotels,4,28.39308747,-13.85441959,2,http://www.booking.com/hotel/es/barcelo-castillo-club-premium.en-gb.html,EUR
80438,94076,Occidental Ibiza,"Port des Torrent, s/n",San Antonio Bay,Spain,7830,Hotels,4,38.96255599,1.26953378,2,http://www.booking.com/hotel/es/barcelo-pueblo-ibiza.en-gb.html,EUR
80439,94077,Occidental Margaritas,"Avenida Gran Canaria, 38-40",Playa del Ingles,Spain,35100,Hotels,4,27.76257357,-15.58041573,2,http://www.booking.com/hotel/es/barcelo-margaritas.en-gb.html,EUR
80440,94078,Daniya Alicante,"Avenida de Denia, 133",Alicante,Spain,3015,Hotels,3,38.37053458,-0.45758754,2,http://www.booking.com/hotel/es/daniya-alicante.en-gb.html,EUR
80441,94079,Hotel Vila de Muro,"Carretera Nacional 340, s/n",Muro de Alcoy,Spain,3830,Hotels,3,38.78198938,-0.44792891,2,http://www.booking.com/hotel/es/vila-de-muro.en-gb.html,EUR
80442,94082,Hotel Gran Plaza,"Rodriguez Marin, 5",Cordoba,Spain,14002,Hotels,2,37.88440212,-4.77562889,2,http://www.booking.com/hotel/es/gracia-esparteria.en-gb.html,EUR
80443,94088,Exe Suites 33,"Leganitos, 33",Madrid,Spain,28013,Hotels,3,40.42213398,-3.71052906,2,http://www.booking.com/hotel/es/suites-33.en-gb.html,EUR
80444,940887,Three-Bedroom Holiday home Stromstad with a Fireplace 09,,Stromstad,Sweden,,Hotels,4,58.94879913,11.20020008,5,https://www.agoda.com/en-gb/three-bedroom-holiday-home-stromstad-with-a-fireplace-09/hotel/stromstad-se.html,SEK
80445,94089,Hotel Torre San Juan,"Calle la Huerta, 1",San Juan de Alicante,Spain,3550,Hotels,2,38.38992795,-0.43109536,2,http://www.booking.com/hotel/es/torre-sant-joan.en-gb.html,EUR
80446,94092,Almunecar Playa Spa Hotel,"Paseo de la China, s/n",Almunecar,Spain,18690,Hotels,4,36.73118659,-3.69739026,2,http://www.booking.com/hotel/es/spa-almunecar-playa.en-gb.html,EUR
80447,94093,Playalinda Aquapark & Spa Hotel,"Urbanizacion Playa Serena, s/n",Roquetas de Mar,Spain,4740,Hotels,4,36.72616483,-2.6242049,2,http://www.booking.com/hotel/es/playalinda.en-gb.html,EUR
80448,94094,Hotel Sercotel Dona Carmela,"Avenida de Jerez, 72",Seville,Spain,41014,Hotels,3,37.32705169,-5.9666276,2,http://www.booking.com/hotel/es/dona-carmela.en-gb.html,EUR
80449,940941,Brook Hotels Arlanda,Norrsunda Kyrkby 112,Rosersberg,Sweden,,Hotels,3,59.594486,17.890833,5,https://www.agoda.com/brook-hotels-arlanda/hotel/rosersberg-se.html,SEK
80450,94095,Hotel Elimar,"Avenida del Mediterraneo, 230",Rincon de la Victoria,Spain,29730,Hotels,3,36.71387775,-4.2759186,2,http://www.booking.com/hotel/es/elimar.en-gb.html,EUR
80451,94096,Playasol Aquapark & Spa Hotel,"Urbanizacion Playa Serena, s/n",Roquetas de Mar,Spain,4740,Hotels,4,36.7247481,-2.62404263,2,http://www.booking.com/hotel/es/spa-playasol.en-gb.html,EUR
80452,94097,Hotel Best Roquetas,"Urbanizacion Playa Serena, s/n",Roquetas de Mar,Spain,4740,Hotels,4,36.72174686,-2.62991667,2,http://www.booking.com/hotel/es/playaluna.en-gb.html,EUR
80453,94098,Playacanela Hotel,"Avenida De La Morraja , S/N . Isla Canela -Punta Del Moral",Isla Canela,Spain,21409,Hotels,4,37.18338609,-7.34539568,2,http://www.booking.com/hotel/es/playacanela.en-gb.html,EUR
80454,94099,Playacartaya Aquapark & Spa Hotel,Urbanizacion Nuevo Portil s/n,El Portil,Spain,21450,Hotels,4,37.21466854,-7.07412243,2,http://www.booking.com/hotel/es/spa-playacartaya.en-gb.html,EUR
80455,9410,Holiday Inn Edinburgh City West,107 Queensferry Rd.,Edinburgh,United Kingdom,,Hotels,3,55.95585251,-3.243222475,5,https://www.agoda.com/en-gb/holiday-inn-edinburgh-city-west/hotel/edinburgh-gb.html,GBP
80456,94100,Thalasia Costa de Murcia,"Avenida del Puerto, 329",San Pedro del Pinatar,Spain,30740,Hotels,4,37.83762389,-0.77839881,2,http://www.booking.com/hotel/es/thalasia-thalasso-center.en-gb.html,EUR
80457,94101,PLAYABALLENA SPA HOTEL,"Avenida Juan Carlos I, s/n",Costa Ballena,Spain,11520,Hotels,4,36.68920952,-6.41609877,2,http://www.booking.com/hotel/es/spa-playaballena.en-gb.html,EUR
80458,94103,Hotel Francisco II,"Bedoya, 17",Ourense,Spain,32003,Hotels,4,42.33980726,-7.86064804,2,http://www.booking.com/hotel/es/francisco-ii.en-gb.html,EUR
80459,94107,Hotel Begona Park,"Carretera de la Providencia, 566",Gijon,Spain,33203,Hotels,4,43.54595471,-5.63890457,2,http://www.booking.com/hotel/es/begona-park.en-gb.html,EUR
80460,94108,Hotel Els Pins,"Nostra Senyora del Carme, 34-36",Platja  dAro,Spain,17250,Hotels,3,41.8164718,3.06814738,2,http://www.booking.com/hotel/es/els-pins.en-gb.html,EUR
80461,94109,Hotel Can Ceret,"Carrer Del Mar, 1",Sant Pere Pescador,Spain,17470,Hotels,3,42.18697046,3.08332801,2,http://www.booking.com/hotel/es/can-ceret.en-gb.html,EUR
80462,94110,ICON BCN by Petit Palace,"Roger De Lluria, 21 (Esq. Gran Via, 662)",Barcelona,Spain,8037,Hotels,4,41.39102051,2.17146546,2,http://www.booking.com/hotel/es/petit-palace-bcn.en-gb.html,EUR
80463,94112,Hotel Palau de Girona,"Pau Casals, 1",Sant Julia De Ramis,Spain,17481,Hotels,4,42.0221735,2.82469064,2,http://www.booking.com/hotel/es/palau-de-girona.en-gb.html,EUR
80464,94113,Sercotel Alp Hotel Masella,Av. Pie de Pistas S/N,Masella,Spain,17538,Hotels,3,42.35151773,1.90292805,2,http://www.booking.com/hotel/es/alp-masella.en-gb.html,EUR
80465,94118,Grupotel Los Principes & Spa,Galio 31,Playa de Muro,Spain,7458,Hotels,4,39.81348916,3.11510682,2,http://www.booking.com/hotel/es/grupotel-los-principes.en-gb.html,EUR
80466,94119,Grupotel Gran Vista & Spa,Ctra. Arta Pto. Alcudia Km 21.500,Can Picafort,Spain,7458,Hotels,4,39.76603249,3.14639211,2,http://www.booking.com/hotel/es/grupotel-gran-vista.en-gb.html,EUR
80467,94120,Grupotel Farrutx,Avenida Trias s/n,Can Picafort,Spain,7458,Hotels,4,39.76773545,3.14844668,2,http://www.booking.com/hotel/es/grupotel-farrutx.en-gb.html,EUR
80468,94121,Sensimar Aguait Resort & Spa - Adults Only,"Avenida de los Pinos, 61",Cala Ratjada,Spain,7590,Resorts,4,39.69545687,3.45438749,2,http://www.booking.com/hotel/es/grupotel-aguait.en-gb.html,EUR
80469,94122,Grupotel Cala San Vicente,Cala San Vicente s/n,Sant Joan de Labritja,Spain,7811,Hotels,4,39.0763491,1.59200639,2,http://www.booking.com/hotel/es/grupotel-cala-san-vicente.en-gb.html,EUR
80470,94124,Hotel Spa Flamboyan - Caribe,"Martin Ros Garcia, 16",Magaluf,Spain,7181,Hotels,4,39.5104477,2.53996208,2,http://www.booking.com/hotel/es/flamboyan-caribe.en-gb.html,EUR
80471,94131,Hotel Plazaola,"Aralar, 8",Irurtzun,Spain,31860,Hotels,3,42.91894856,-1.83156252,2,http://www.booking.com/hotel/es/plaza-ola.en-gb.html,EUR
80472,94132,Bufon de Arenillas,Riegu,Vidiago,Spain,33597,Hotels,3,43.39617263,-4.67230082,2,http://www.booking.com/hotel/es/bufon-de-arenillas.en-gb.html,EUR
80473,94133,Vilar Rural de Arnes,"Cami Dels Ports, S/N",Arnes,Spain,43597,Hotels,4,40.90622126,0.25881842,2,http://www.booking.com/hotel/es/vilar-rural-d-arnes.en-gb.html,EUR
80474,94135,Sercotel Hotel Europa,"San Martin, 52",San Sebastian,Spain,20007,Hotels,3,43.31639749,-1.98500901,2,http://www.booking.com/hotel/es/husa-europa.en-gb.html,EUR
80475,94136,Hotel Yoy Villa de Sallent,Avenida Pirineos S/N Urbanizacion Formigal,Formigal,Spain,22640,Hotels,4,42.77577496,-0.36205798,2,http://www.booking.com/hotel/es/villa-de-sallent.en-gb.html,EUR
80476,94140,Occidental Isla Cristina,"Doctor Delgado Carrasco, s/n",Isla Cristina,Spain,21410,Hotels,4,37.19605061,-7.32074887,2,http://www.booking.com/hotel/es/barcelo-isla-cristina.en-gb.html,EUR
80477,94141,Peninsular,"Avenida San Francesc, 6",Girona,Spain,17001,Hotels,3,41.9823773,2.82241344,2,http://www.booking.com/hotel/es/peninsular.en-gb.html,EUR
80478,94142,Hotel Aldama Golf,"Entrecaleyas, s/n",Quintana de Llanes,Spain,33594,Hotels,3,43.41711202,-4.84515222,2,http://www.booking.com/hotel/es/aldama-golf.en-gb.html,EUR
80479,94145,Eurostars Marivent,"Dina Moore, 6",Palma de Mallorca,Spain,7015,Hotels,4,39.55245991,2.6112143,2,http://www.booking.com/hotel/es/mirablau-palma.en-gb.html,EUR
80480,94147,Hotel Los Delfines,"Avenida Papa Luna, 4",Peniscola,Spain,12598,Hotels,3,40.36236457,0.40239573,2,http://www.booking.com/hotel/es/husa-los-delfines.en-gb.html,EUR
80481,94148,Gran Hotel Benahavis SPA,"Huerta de Rufino, s/n",Benahavis,Spain,29679,Hotels,4,36.52686805,-5.04399061,2,http://www.booking.com/hotel/es/gran-benahavis.en-gb.html,EUR
80482,94152,La Barracuda,"Avenida Espana, 1",Torremolinos,Spain,29620,Hotels,3,36.60317551,-4.50892478,2,http://www.booking.com/hotel/es/la-barracuda.en-gb.html,EUR
80483,94153,Leflet Valme,"Avenida de la Libertad, 6",Dos Hermanas,Spain,41700,Hotels,3,37.28987957,-5.93352914,2,http://www.booking.com/hotel/es/leflet-valme.en-gb.html,EUR
80484,94156,Barcelo Costa Ballena Golf & Spa,"Urbanizacion Costa Ballena. Avenida Reina Sofia, s/n",Costa Ballena,Spain,11520,Hotels,4,36.68008085,-6.40555769,2,http://www.booking.com/hotel/es/barcelo-costa-ballena-golf-spa.en-gb.html,EUR
80485,94157,Barcelo Hamilton Menorca Adults Only,"Paseo de Santa Agueda, 6",Es Castell,Spain,7720,Hotels,4,39.88090179,4.2938748,2,http://www.booking.com/hotel/es/barcelo-hamilton.en-gb.html,EUR
80486,94158,Allegro Isora,"La Gaviota, 1",Puerto de Santiago,Spain,38680,Hotels,4,28.224914,-16.83753222,2,http://www.booking.com/hotel/es/barcelo-varadero.en-gb.html,EUR
80487,94160,Valentin Reina Paguera - Adults Only,"Calle Mallorca, 1",Paguera,Spain,7160,Resorts,4,39.53909087,2.45320067,2,http://www.booking.com/hotel/es/valentin-reina-paguera.en-gb.html,EUR
80488,94161,Valentin Park Club Hotel,C/ luz no 5,Paguera,Spain,7160,Hotels,3,39.54101765,2.44724751,2,http://www.booking.com/hotel/es/valentin-park-clubhotel.en-gb.html,EUR
80489,94163,Vincci Palace,"La Paz, 42",Valencia,Spain,46003,Hotels,4,39.47285405,-0.37126869,2,http://www.booking.com/hotel/es/vincci-palace.en-gb.html,EUR
80490,94167,Valentin Star Menorca- Adults Only,Passeig del Port,Calan Bosch,Spain,7760,Hotels,4,39.92887977,3.83473277,2,http://www.booking.com/hotel/es/valentin-star.en-gb.html,EUR
80491,94168,Valentin Son Bou,Urbanizacion Torresoli Nou,Son Bou,Spain,7160,Hotels,4,39.90771995,4.07687187,2,http://www.booking.com/hotel/es/valentin-son-bou.en-gb.html,EUR
80492,94169,SunClub Salou,"Ginesta, 3",Salou,Spain,43840,Hotels,4,41.06175365,1.16309635,2,http://www.booking.com/hotel/es/sunclub-salou.en-gb.html,EUR
80493,94173,Occidental Jandia Mar,"Playa del Jable, s/n",Morro del Jable,Spain,35625,Resorts,4,28.05723023,-14.32546377,2,http://www.booking.com/hotel/es/barcelo-jandia-mar.en-gb.html,EUR
80494,94174,Barcelo Caceres V Centenario,"Manuel Pacheco, 4",Caceres,Spain,10005,Hotels,4,39.47411392,-6.39798313,2,http://www.booking.com/hotel/es/barcelo-v-centenario.en-gb.html,EUR
80495,94175,Playadulce Hotel,"Paseo del Palmeral, s/n",Aguadulce,Spain,4720,Hotels,4,36.80914726,-2.57692695,2,http://www.booking.com/hotel/es/playadulce.en-gb.html,EUR
80496,94176,Langrehotel & SPA,"C/ Manuel Suarez Garcia, 6",Langreo,Spain,33930,Hotels,4,43.30573251,-5.69053173,2,http://www.booking.com/hotel/es/langrehotel.en-gb.html,EUR
80497,94179,Hotel Fuerte Marbella,"Calle El Fuerte, s/n",Marbella,Spain,29602,Hotels,4,36.50742854,-4.88446623,2,http://www.booking.com/hotel/es/el-fuerte.en-gb.html,EUR
80498,941796,Days Inn by Wyndham Sutton Scotney North,Sutton Scotney Motorways Servi,Sutton Scotney,United Kingdom,,Hotels,3,51.157479,-1.34707,5,https://www.agoda.com/en-gb/days-inn-by-wyndham-sutton-scotney-north/hotel/sutton-scotney-gb.html,GBP
80499,941799,Hampton by Hilton Bournemouth,Upper Terrace Road,Bournemouth,United Kingdom,,Hotels,4,50.71900177,-1.881486058,5,https://www.agoda.com/en-gb/hampton-by-hilton-bournemouth/hotel/bournemouth-gb.html,GBP
80500,94180,Bodega Real,"Albareda, 4",El Puerto de Santa Maria,Spain,11500,Hotels,4,36.60365398,-6.21967733,2,http://www.booking.com/hotel/es/bodega-real.en-gb.html,EUR
80501,941800,DoubleTree by Hilton Krakow,ul. Dabska 5,Krakow,Poland,,Hotels,4,50.06477356,19.98200035,5,https://www.agoda.com/en-gb/doubletree-by-hilton-krakow/hotel/krakow-pl.html,EUR
80502,94181,Playacapricho Hotel,"Urbanizacion Playa Serena, S/N",Roquetas de Mar,Spain,4740,Hotels,4,36.72434608,-2.62483388,2,http://www.booking.com/hotel/es/playacapricho.en-gb.html,EUR
80503,941810,"Hilton At The Ageas Bowl, Southampton","The Ageas Bowl Stadium, Botley Road",Eastleigh,United Kingdom,,Hotels,4,50.92516327,-1.320332408,5,https://www.agoda.com/en-gb/hilton-at-the-ageas-bowl-southampton/hotel/eastleigh-gb.html,GBP
80504,94184,Palladium Hotel Costa del Sol - All Inclusive,"Carretera de Cadiz, Km 217",Benalmadena,Spain,29630,Hotels,4,36.57916966,-4.56297398,2,http://www.booking.com/hotel/es/playabonita.en-gb.html,EUR
80505,94186,Hotel Santa Isabel La Real,"Santa Isabel La Real, 17 y 19",Granada,Spain,18010,Hotels,3,37.18069565,-3.59564042,2,http://www.booking.com/hotel/es/santa-isabel-la-real.en-gb.html,EUR
80506,94187,Marbella Playa Hotel,"Carretera de Cadiz , Km 189",Marbella,Spain,29600,Hotels,4,36.4978967,-4.80118901,2,http://www.booking.com/hotel/es/marbella-playa.en-gb.html,EUR
80507,94188,Iberostar Costa del Sol,"Urbanizacion Costalita, s/n. Puente de Cancelada",Estepona,Spain,29680,Hotels,4,36.45676437,-5.04741378,2,http://www.booking.com/hotel/es/iberostar-costa-del-sol.en-gb.html,EUR
80508,94189,Zimbali Playa Spa Hotel Luxury,"Avenida Ciudad de Alicante, s/n",Vera,Spain,4620,Hotels,4,37.21500176,-1.81024432,2,http://www.booking.com/hotel/es/zimbali-playa.en-gb.html,EUR
80509,94190,Hotel Naranjo De Bulnes,"Mayor, s/n",Arenas de Cabrales,Spain,33554,Hotels,2,43.30334339,-4.81891036,2,http://www.booking.com/hotel/es/naranjo-de-bulnes.en-gb.html,EUR
80510,941919,Relais Patrizi Hotel,"20, di Villa Patrizi Street",Rome,Italy,161,Hotels,4,41.90946725,12.50694752,5,https://www.agoda.com/en-gb/relais-patrizi-hotel/hotel/rome-it.html,EUR
80511,94192,Ilunion Fuengirola,"Paseo Maritimo Rey de Espana, 87",Fuengirola,Spain,29640,Hotels,4,36.55363519,-4.61302869,2,http://www.booking.com/hotel/es/confortel-fuengirola.en-gb.html,EUR
80512,94196,Hotel Alaiz,Carretera Zaragoza Km 9,Beriain,Spain,31191,Hotels,2,42.73672554,-1.63322389,2,http://www.booking.com/hotel/es/alaiz.en-gb.html,EUR
80513,941981,Courtyard Amsterdam Arena Atlas,Hoogoorddreef,Amsterdam,Netherlands,,Hotels,4,52.31011963,4.947291851,5,https://www.agoda.com/en-gb/courtyard-amsterdam-arena-atlas_8/hotel/amsterdam-nl.html,EUR
80514,941986,Good Hotel Amsterdam,Westerdoksdijk 42,Amsterdam,Netherlands,,Hotels,3,52.3867528,4.893131806,5,https://www.agoda.com/en-gb/good-hotel-amsterdam/hotel/amsterdam-nl.html,EUR
80515,94199,Gran Hotel Rural Cela,"Avenida Del Puerto, sin numero",Belmonte de Miranda,Spain,33830,Hotels,3,43.28327662,-6.21859461,2,http://www.booking.com/hotel/es/gran-cela.en-gb.html,EUR
80516,94201,Hotel Xallas,"Rua Nova, 18",Santa Comba,Spain,15840,Hotels,2,43.03274304,-8.80722374,2,http://www.booking.com/hotel/es/xallas.en-gb.html,EUR
80517,94202,Hotel Sant Quirze De Besora,"Carretera de Berga, 2",Sant Quirze de Besora,Spain,8580,Hotels,3,42.10145241,2.21754044,2,http://www.booking.com/hotel/es/sant-quirze-de-besora.en-gb.html,EUR
80518,94203,Voramar,"Paseo Maritimo Pilar Coloma, 1",Benicassim,Spain,12560,Hotels,4,40.05754493,0.08474171,2,http://www.booking.com/hotel/es/voramar.en-gb.html,EUR
