id,hotelid,hotelname,address,city,country,zipcode,propertytype,starrating,latitude,longitude,Source,url,curr
49419,181958,ibis Lorient Centre Gare,9 cours Chazelles,Lorient,France,56100,Hotels,3,47.7551583,-3.36374223,2,http://www.booking.com/hotel/fr/ibis-lorient-centre-gare.en-gb.html,EUR
49420,1819584,B&B Cool Centre Zagreb,Ulica Nikole Tesle 14,Zagreb,Croatia,10000,Bed and breakfasts,4,45.81134168,15.97486774,2,http://www.booking.com/hotel/hr/cool-centre-zagreb.en-gb.html,EUR
49421,181959,Hotel & Spa des Gorges du Verdon - Chateaux et Hotels Collection,Route de La Maline,La Palud sur Verdon,France,4120,Hotels,4,43.77533343,6.34465277,2,http://www.booking.com/hotel/fr/hotel-spa-des-gorges-du-verdon.en-gb.html,EUR
49422,1819597,B&B Hotel Marseille Estaque,ZAC de Saumaty Seon Rue Pascal Xavier Coste,Marseille,France,13016,Hotels,2,43.36052262,5.33734818,2,http://www.booking.com/hotel/fr/b-amp-b-marseille-estaque.en-gb.html,EUR
49423,1819627,Camp Gabrje,Volarje 57,Gabrje,Slovenia,5220,Campsites,2,46.19717395,13.69615316,2,http://www.booking.com/hotel/si/camp-gabrje.en-gb.html,EUR
49424,181972,Hotel Landhaus Feckl,Keltenweg 1,Boblingen,Germany,71139,Hotels,4,48.66107918,8.9547506,2,http://www.booking.com/hotel/de/landhaus-feckl-boblingen-ehningen.en-gb.html,EUR
49425,181976,Feckl's Apart Hotel,Altdorfer Weg 2,Boblingen,Germany,71139,Hotels,4,48.65585349,8.94486398,2,http://www.booking.com/hotel/de/feckl-s-apart.en-gb.html,EUR
49426,1819766,Hotel Restaurant du Plomb du Cantal,Le Bourg Albepierre,Murat,France,15300,Hotels,3,45.07854528,2.83229208,2,http://www.booking.com/hotel/fr/restaurant-du-plomb-du-cantal.en-gb.html,EUR
49427,18198,Hotel Tornet,Bergaliden 21,Helsingborg,Sweden,,Hotels,3,56.04981097,12.70026572,2,http://www.booking.com/hotel/se/accome-apartments-tornet.en-gb.html,SEK
49428,181983,Hotel Ekke Nekkepenn,Waasterstigh 19,Nebel,Germany,25946,Hotels,3,54.65292643,8.35367936,2,http://www.booking.com/hotel/de/fruhstuckshotel-ekke-nekkepenn.en-gb.html,EUR
49429,1819899,Hotel Albamaris,Augusta Senoe 40,Biograd na Moru,Croatia,23210,Hotels,3,43.9345394,15.4528223,2,http://www.booking.com/hotel/hr/albamaris-biograd-na-moru.en-gb.html,EUR
49430,1819910,Camping les Chenes,420 route du Boulodrome,Chauzon,France,7120,Campsites,2,44.49013295,4.36157734,2,http://www.booking.com/hotel/fr/camping-les-chenes.en-gb.html,EUR
49431,182000,Boutique-Hotel Antica Posta,Via Borgo,Ascona,Switzerland,6612,Hotels,3,46.15551117,8.76717165,2,http://www.booking.com/hotel/ch/albergo-antica-posta.en-gb.html,CHF
49432,182001,Hotel Schweizerhof Lenzerheide,Voa Principala 39,Lenzerheide,Switzerland,7078,Hotels,4,46.72743144,9.55765486,2,http://www.booking.com/hotel/ch/schweizerhof-lenzerheide.en-gb.html,CHF
49433,182002,Hotel Lenzerhorn,Voa Principala 41,Lenzerheide,Switzerland,7078,Hotels,4,46.72810803,9.55760658,2,http://www.booking.com/hotel/ch/lenzerhorn.en-gb.html,CHF
49434,182004,Atrium Hotel Blume,Kurplatz 4,Baden,Switzerland,5400,Hotels,3,47.48051446,8.3136262,2,http://www.booking.com/hotel/ch/atrium-blume.en-gb.html,CHF
49435,1820075,Camping De La Ferme Des Aulnes,Fresne,Nampont-Saint-Martin,France,80120,Campsites,4,50.33611462,1.71262868,2,http://www.booking.com/hotel/fr/camping-de-la-ferme-des-aulnes.en-gb.html,EUR
49436,182008,Guesthouse Castello di Brusata,Via Albisetti 2/a,Novazzano,Switzerland,6883,Bed and breakfasts,4,45.84300913,8.96483302,2,http://www.booking.com/hotel/ch/b-b-castello-di-brusata.en-gb.html,CHF
49437,182011,Hotel Christiania Gstaad,Untergstaad 26,Gstaad,Switzerland,3780,Hotels,4,46.47650104,7.28344202,2,http://www.booking.com/hotel/ch/christiania-gstaad.en-gb.html,CHF
49438,182013,Albergo Milano,Piazza Stazione,Mendrisio,Switzerland,6850,Hotels,3,45.8686577,8.97846401,2,http://www.booking.com/hotel/ch/albergo-milano.en-gb.html,CHF
49439,182014,Hotel Ambassador Zermatt,Spiss-Strasse 10,Zermatt,Switzerland,3920,Hotels,4,46.02499191,7.74954289,2,http://www.booking.com/hotel/ch/ambassador-zermatt.en-gb.html,CHF
49440,182017,Hotel Boldern,Boldernstrasse 83,Mannedorf,Switzerland,8708,Hotels,3,47.26219769,8.7019819,2,http://www.booking.com/hotel/ch/boldern-evang-tagungs-und-studienzentrum.en-gb.html,CHF
49441,182019,Hotel du Cheval-Blanc,Grand Rue 18,Saint-Blaise,Switzerland,2072,Hotels,2,47.01274401,6.98682457,2,http://www.booking.com/hotel/ch/du-cheval-blanc-saint-blaise.en-gb.html,CHF
49442,182021,Hotel Antika,Kirchstrasse 42,Zermatt,Switzerland,3920,Hotels,3,46.01905806,7.74774045,2,http://www.booking.com/hotel/ch/antika.en-gb.html,CHF
49443,1820235,Villa Del Sasso,Via Rupe 5,Sasso Marconi,Italy,40037,Hotels,4,44.38934475,11.24412205,2,http://www.booking.com/hotel/it/villa-del-sasso.en-gb.html,EUR
49444,182026,Hotel Sonne,Metzggasse 35 / Postfach 121,Zermatt,Switzerland,3920,Hotels,4,46.01896679,7.74400949,2,http://www.booking.com/hotel/ch/sonne-zermatt.en-gb.html,CHF
49445,182029,Best Western Hotel Bellevue au Lac,"Riva A. Caccia, 10",Lugano,Switzerland,6902,Hotels,4,45.99395786,8.94592613,2,http://www.booking.com/hotel/ch/best-western-bellevue-au-lac.en-gb.html,CHF
49446,18203,Metro Hotel,Vretensborgsvagen 14,Stockholm,Sweden,12630,Hotels,3,59.29926684,18.01663399,2,http://www.booking.com/hotel/se/vastberga-stockholm-hagersten-alvsjo.en-gb.html,SEK
49447,1820321,Hotel Astor,Via Reno 4,Alba Adriatica,Italy,64011,Hotels,3,42.81977454,13.9352827,2,http://www.booking.com/hotel/it/astor-alba-adriatica.en-gb.html,EUR
49448,182033,Hotel & Residence Eden,Telecabine 34,Anzere,Switzerland,1972,Hotels,3,46.29605245,7.39675462,2,http://www.booking.com/hotel/ch/restaurant-eden.en-gb.html,CHF
49449,182037,Hotel Chesa Surlej,Via dal Corvatsch 30,Silvaplana,Switzerland,7513,Hotels,3,46.457879,9.81265917,2,http://www.booking.com/hotel/ch/chesa-surlej.en-gb.html,CHF
49450,182039,Hostellerie de la Vendee,"Chemin de la Vendee, 28",Geneva,Switzerland,1213,Hotels,3,46.18960003,6.12090424,2,http://www.booking.com/hotel/ch/hostellerie-de-la-vendee.en-gb.html,CHF
49451,18204,Central Hotel,Vasagatan 38,Stockholm,Sweden,11120,Hotels,3,59.33295275,18.05742905,2,http://www.booking.com/hotel/se/central-stockholm.en-gb.html,SEK
49452,182040,Boutique Hotel Helvetia,Stauffacherquai 1,Zurich,Switzerland,8004,Hotels,3,47.37325282,8.53169516,2,http://www.booking.com/hotel/ch/helvetia.en-gb.html,CHF
49453,182041,Martinshof,Hauptstrasse 81,Zuchwil,Switzerland,4528,Hotels,3,47.20398547,7.55993351,2,http://www.booking.com/hotel/ch/martinshof.en-gb.html,CHF
49454,1820412,Albergo Casa del Romano,localita Casa del Romano 62,Fascia,Italy,16020,Hotels,2,44.59024298,9.20344317,2,http://www.booking.com/hotel/it/albergo-casa-del-romano.en-gb.html,EUR
49455,182042,Fattoria l'Amorosa,Via Moyar 11,Sementina,Switzerland,6514,Hotels,3,46.17728976,8.96569937,2,http://www.booking.com/hotel/ch/fattoria-l-amorosa.en-gb.html,CHF
49456,182043,ibis Zurich Messe Airport,Heidi Abel-Weg 5,Zurich,Switzerland,8050,Hotels,3,47.41572869,8.55878949,2,http://www.booking.com/hotel/ch/zurich-messe-airport.en-gb.html,CHF
49457,182045,ibis Winterthur City,Bruhlbergstrasse 7,Winterthur,Switzerland,8400,Hotels,2,47.49580638,8.71186852,2,http://www.booking.com/hotel/ch/winterthur-city.en-gb.html,CHF
49458,182048,ibis Locarno,Via Giuseppe Cattori 6,Locarno,Switzerland,6600,Hotels,3,46.16833249,8.79978195,2,http://www.booking.com/hotel/ch/giuseppecattori-locarno.en-gb.html,CHF
49459,182049,ibis Lausanne Centre,"20, rue du Maupas",Lausanne,Switzerland,1004,Hotels,2,46.52491806,6.62593067,2,http://www.booking.com/hotel/ch/lausanne-centre.en-gb.html,CHF
49460,18205,Best Western Arena Hotel Gothenburg,Baldersgatan 4,Gothenburg,Sweden,,Hotels,3,57.70922858,11.98579565,2,http://www.booking.com/hotel/se/hotel-arena.en-gb.html,SEK
49461,182051,ibis Geneve Aeroport,Chemin de la Violette 10,Geneva,Switzerland,1216,Hotels,2,46.22729362,6.10638142,2,http://www.booking.com/hotel/ch/geneve-aeroport.en-gb.html,CHF
49462,182052,ibis Geneve Centre Gare,"10, rue Voltaire",Geneva,Switzerland,1201,Hotels,3,46.20775584,6.13827154,2,http://www.booking.com/hotel/ch/geneve-centre-gare.en-gb.html,CHF
49463,182053,ibis Chur,Richtstrasse 19,Chur,Switzerland,7000,Hotels,2,46.84599915,9.51276809,2,http://www.booking.com/hotel/ch/chur-pyramide.en-gb.html,CHF
49464,182054,ibis Lausanne Crissier,"4, Chemin de lEsparcette",Lausanne,Switzerland,1023,Hotels,2,46.55268335,6.57230929,2,http://www.booking.com/hotel/ch/lausanne-crissier.en-gb.html,CHF
49465,1820548,Sentido Thassos Imperial,Pachis,Skala Rachoniou,Greece,64010,Hotels,4,40.7921436,24.63034719,2,https://www.booking.com/hotel/gr/sentido-thassos-imperial.en-gb.html,EUR
49466,182055,ibis Sion Est,Av. Grand-Champsec 21,Sion,Switzerland,1950,Hotels,2,46.23113633,7.38191396,2,http://www.booking.com/hotel/ch/sion-est.en-gb.html,CHF
49467,182056,ibis Basel Bahnhof,Margarethenstr. 33-35,Basel,Switzerland,4053,Hotels,2,47.54690057,7.58469298,2,http://www.booking.com/hotel/ch/basel-bahnhof.en-gb.html,CHF
49468,182057,ibis Bern Expo,Am Guisanplatz 2,Bern,Switzerland,3014,Hotels,2,46.9584236,7.46436808,2,http://www.booking.com/hotel/ch/bern-beaexpo.en-gb.html,CHF
49469,182058,ibis Luzern Kriens,Industriestrasse 13,Luzern,Switzerland,6010,Hotels,2,47.0235275,8.29882577,2,http://www.booking.com/hotel/ch/luzern-kriens.en-gb.html,CHF
49470,182059,Swiss Budget Alpenhotel,Neue Kantonsstrasse,Tasch,Switzerland,3929,Hotels,3,46.06706375,7.7758795,2,http://www.booking.com/hotel/ch/alpenhotel.en-gb.html,CHF
49471,182063,Hotel Engel,Engelgasse 4,Zofingen,Switzerland,4800,Hotels,3,47.28787906,7.94598117,2,http://www.booking.com/hotel/ch/engel.en-gb.html,CHF
49472,182064,Hotel Restaurant Burchnerhof,Ronalpstrasse 86,Burchen,Switzerland,3935,Hotels,3,46.2755056,7.82556474,2,http://www.booking.com/hotel/ch/silence-burchnerhof.en-gb.html,CHF
49473,182065,Nash Airport Hotel,chemin de la Violette 11,Geneva,Switzerland,1216,Hotels,4,46.2269021,6.10571623,2,http://www.booking.com/hotel/ch/nash-airport.en-gb.html,CHF
49474,182066,ibis Baar Zug,Bahnhofstrasse 15,Zug,Switzerland,6340,Hotels,2,47.1950547,8.5235855,2,http://www.booking.com/hotel/ch/baar-zug.en-gb.html,CHF
49475,182067,Continental Parkhotel,Via Basilea 28,Lugano,Switzerland,6900,Hotels,3,46.00263328,8.94688904,2,http://www.booking.com/hotel/ch/continental-parkhotel.en-gb.html,CHF
49476,1820672,Villa Di Poletta,1 Hristo Botev Str.,Dobrich,Bulgaria,9300,Hotels,2,43.572054,27.8327979,2,http://www.booking.com/hotel/bg/villa-di-poletta.en-gb.html,BGN
49477,182068,Hotel Steinbock Pontresina,Via Maistra 219,Pontresina,Switzerland,7504,Hotels,3,46.48691219,9.90799963,2,http://www.booking.com/hotel/ch/steinbock-pontresina.en-gb.html,CHF
49478,1820690,Hotel Helga,"Via dei Calamari, 7",Caorle,Italy,30021,Hotels,2,45.599517,12.8824228,2,http://www.booking.com/hotel/it/helga.en-gb.html,EUR
49479,182071,Hotel Regina,Dorfstrasse,Wengen,Switzerland,3823,Hotels,4,46.60475316,7.92307377,2,http://www.booking.com/hotel/ch/regina-wengen.en-gb.html,CHF
49480,182075,Ski-In/Ski-Out Hotel Sport,Talstrasse 155,Saas-Almagell,Switzerland,3905,Hotels,3,46.09160621,7.9575938,2,http://www.booking.com/hotel/ch/ski-in-ski-out-hotel-sport.en-gb.html,CHF
49481,182077,Vital-Hotel Samnaunerhof Superior,Dorfstrasse 48,Samnaun,Switzerland,7563,Hotels,3,46.94256065,10.35805285,2,http://www.booking.com/hotel/ch/vital-samnaunerhof-s.en-gb.html,CHF
49482,182080,Hotel La Val Bergspa Brigels,Palius 804,Brigels,Switzerland,7165,Hotels,4,46.76976268,9.05787885,2,http://www.booking.com/hotel/ch/la-val.en-gb.html,CHF
49483,182084,BEST WESTERN Hotel Butterfly,Bodmenstrasse 21,Zermatt,Switzerland,3920,Hotels,3,46.02328222,7.7466166,2,http://www.booking.com/hotel/ch/butterfly.en-gb.html,CHF
49484,182085,Hotel Lido,Rue de Chantepoulet 8,Geneva,Switzerland,1201,Hotels,2,46.20833776,6.14356976,2,http://www.booking.com/hotel/ch/lido-geneve.en-gb.html,CHF
49485,182087,Berghotel Randolins,via Curtins 2,St. Moritz,Switzerland,7500,Hotels,3,46.48519284,9.81181562,2,http://www.booking.com/hotel/ch/randolins.en-gb.html,CHF
49486,182089,Hotel Hohe Promenade,Hohe Promenade,Arosa,Switzerland,7050,Hotels,3,46.77863381,9.67604488,2,http://www.booking.com/hotel/ch/hohe-promenade.en-gb.html,CHF
49487,18209,Clarion Hotel Stockholm,Ringvagen 98,Stockholm,Sweden,10460,Hotels,4,59.30731666,18.07478026,2,http://www.booking.com/hotel/se/clarion-stockholm.en-gb.html,SEK
49488,182091,Hotel Du Quai,"4, rue du Quai",Villeneuve,Switzerland,1844,Inns,3,46.39799409,6.92475691,2,http://www.booking.com/hotel/ch/du-quai.en-gb.html,CHF
49489,182092,Hostellerie Le Petit Manoir,Avenue Ignace-Paderewski 8,Morges,Switzerland,1110,Hotels,4,46.50741101,6.49256319,2,http://www.booking.com/hotel/ch/hostellerie-le-petit-manoir.en-gb.html,CHF
49490,182093,Hotel Buel,Hofstrasse 1,Sankt Antonien,Switzerland,7246,Hotels,3,46.97403386,9.82851505,2,http://www.booking.com/hotel/ch/buel.en-gb.html,CHF
49491,182095,Hotel des Alpes,Promenada 45,Flims,Switzerland,7018,Hotels,3,46.82621746,9.2885676,2,http://www.booking.com/hotel/ch/hotel-des-alpes.en-gb.html,CHF
49492,182097,Hotel Helvetia,Bahnhofstrasse 72,Zermatt,Switzerland,3920,Hotels,2,46.02052761,7.74634033,2,http://www.booking.com/hotel/ch/helvetia-zermatt.en-gb.html,CHF
49493,182098,Hotel Post Sils Maria,Via Runchet 4,Sils Maria,Switzerland,7514,Hotels,4,46.42974247,9.76527393,2,http://www.booking.com/hotel/ch/post-sils-maria-ag.en-gb.html,CHF
49494,18210,Quality Hotel Nacka,Varmdovagen 84,Stockholm,Sweden,12008,Hotels,4,59.30677587,18.1184721,2,http://www.booking.com/hotel/se/quality-nacka.en-gb.html,SEK
49495,182100,Wellnesshotel Rovanada Superior,Im Boda 512,Vals,Switzerland,7132,Hotels,3,46.62298595,9.18425381,2,http://www.booking.com/hotel/ch/rovanada.en-gb.html,CHF
49496,1821018,Hotel Acquario,Viale San Salvador 42,Rimini,Italy,47922,Hotels,3,44.10442487,12.51592419,2,http://www.booking.com/hotel/it/acquario-torre-pedrera.en-gb.html,EUR
49497,182103,T3 Hotel Surpunt,Via Surpunt 9a,Flims,Switzerland,7018,Hotels,3,46.83233384,9.29103255,2,http://www.booking.com/hotel/ch/surpunt.en-gb.html,CHF
49498,182108,Hotel Sunnehus,Sonneggstrasse 17,Zurich,Switzerland,8006,Hotels,3,47.37907057,8.54705885,2,http://www.booking.com/hotel/ch/sunnehus.en-gb.html,CHF
49499,182112,Hotel Albatros,Steinmattstrasse 93,Zermatt,Switzerland,3920,Hotels,4,46.01678567,7.74834126,2,http://www.booking.com/hotel/ch/albatros.en-gb.html,CHF
49500,182113,Hotel Rheinfelderhof,Hammerstrasse 61,Basel,Switzerland,4058,Hotels,2,47.56228265,7.59689637,2,http://www.booking.com/hotel/ch/rheinfelderhof.en-gb.html,CHF
49501,1821138,Hotel MaRailiS Mangalia,Libertatii 36,Mangalia,Romania,905500,Hotels,4,43.81085003,28.57772613,2,http://www.booking.com/hotel/ro/marailis-mangalia.en-gb.html,RON
49502,182114,Hotel Zodiaque,Route des Audannes,Anzere,Switzerland,1972,Hotels,3,46.29737749,7.39984989,2,http://www.booking.com/hotel/ch/zodiaque.en-gb.html,CHF
49503,182119,Domaine de Chateauvieux,Chemin de Chateauvieux 16,Peney-Dessus,Switzerland,1242,Hotels,4,46.20153254,6.03862345,2,http://www.booking.com/hotel/ch/domaine-de-chateauvieux.en-gb.html,CHF
49504,18212,Best Western Hotel Karlaplan,Skeppargatan 82,Stockholm,Sweden,11459,Hotels,4,59.34046118,18.08829792,2,http://www.booking.com/hotel/se/best-western-hotel-karlaplan.en-gb.html,SEK
49505,182122,Hotel des Vignes,Rue du Pont 9,Sion,Switzerland,1958,Hotels,4,46.25362127,7.41586804,2,http://www.booking.com/hotel/ch/des-vignes.en-gb.html,CHF
49506,182124,Firefly Luxury Suites,Schluhmattstrasse 55,Zermatt,Switzerland,3920,Hotels,4,46.01707438,7.74575293,2,http://www.booking.com/hotel/ch/firefly.en-gb.html,CHF
49507,182126,Hotel Garni Jagerhof,Obere Gasse 16,Saas-Fee,Switzerland,3906,Hotels,3,46.10680697,7.92222887,2,http://www.booking.com/hotel/ch/jagerhof.en-gb.html,CHF
49508,182127,Domaine de L'Arbrelle,523 Rue de la Berthellerie,Amboise,France,37400,Hotels,3,47.38924001,1.01397961,2,http://www.booking.com/hotel/fr/logis-domaine-de-l-arbrelle.en-gb.html,EUR
49509,182128,Manoir de Kerhuel de Quimper,Route de Quimper,Ploneour-Lanvern,France,29720,Hotels,4,47.93235129,-4.21875805,2,http://www.booking.com/hotel/fr/logis-manoir-de-kerhuel.en-gb.html,EUR
49510,18213,Clarion Collection Hotel Tapto,Jungfrugatan 57,Stockholm,Sweden,11531,Hotels,4,59.34356584,18.0864948,2,http://www.booking.com/hotel/se/clarion-collection-tapto.en-gb.html,SEK
49511,182131,Schweizerhof Swiss Quality Hotel,Via dal Bagn 54,St. Moritz,Switzerland,7500,Hotels,4,46.496989,9.83794034,2,http://www.booking.com/hotel/ch/schweizerhof-st-moritz.en-gb.html,CHF
49512,182132,Seehof Hotel Du Lac,Gotthardstrasse 4,Weggis,Switzerland,6353,Hotels,3,47.03226681,8.43591213,2,http://www.booking.com/hotel/ch/seehof-du-lac.en-gb.html,CHF
49513,1821324,Hotel Tritone,"Piazza A. De Gasperi, 1",Caorle,Italy,30021,Hotels,3,45.59519609,12.8774668,2,http://www.booking.com/hotel/it/tritone-caorle.en-gb.html,EUR
49514,182137,ibis Styles Le Mans Sud Mulsanne,Rue Des Pins,Mulsanne,France,72230,Hotels,3,47.91239424,0.24521828,2,http://www.booking.com/hotel/fr/ibis-styles-le-mans-sud-mulsanne.en-gb.html,EUR
49515,182138,Logis Hotel L'Europe,"11, place du Barry",Marvejols,France,48100,Hotels,3,44.55274353,3.29333961,2,http://www.booking.com/hotel/fr/logis-l-europe-marjevols.en-gb.html,EUR
49516,18214,Quality Airport Hotel Arlanda,Cederstroms Slinga,Arlanda,Sweden,,Hotels,3,59.60750107,17.89848268,2,http://www.booking.com/hotel/se/quality-airport-arlanda.en-gb.html,SEK
49517,182143,Logis Auberge Du Cheval Blanc,"9, Rue De La Madeleine",Chateaugiron,France,35410,Hotels,2,48.04807878,-1.50369465,2,http://www.booking.com/hotel/fr/logis-auberge-du-cheval-blanc.en-gb.html,EUR
49518,182144,Hotel Berlioz Basel Airport,Rue Henner,Saint-Louis,France,68300,Hotels,3,47.59160153,7.55777568,2,http://www.booking.com/hotel/fr/logis-berlioz.en-gb.html,EUR
49519,1821471,El Rincon del Cuco,Calle La Cuesta No1,Tejedo de Ancares,Spain,24433,Hotels,2,42.84094513,-6.76147342,2,http://www.booking.com/hotel/es/el-rincon-del-cuco.en-gb.html,EUR
49520,1821486,Hotel Giardino,viale martiri della liberta 114,Albenga,Italy,17031,Hotels,2,44.04681487,8.22056006,2,http://www.booking.com/hotel/it/giardino-albenga.en-gb.html,EUR
49521,18215,Scandic Skarholmen,Oxholmsgrand 2,Stockholm,Sweden,12724,Hotels,4,59.27322161,17.90845513,2,http://www.booking.com/hotel/se/prince-philip.en-gb.html,SEK
49522,182154,AC Hotel Atocha,"Delicias, 42",Madrid,Spain,28045,Hotels,4,40.403926,-3.690205,5,https://www.agoda.com/en-gb/ac-hotel-atocha_2/hotel/madrid-es.html,EUR
49523,1821556,Hotel Zur-Borke,Oberhofstr. 1,Neuenrade,Germany,58809,Hotels,3,51.27975778,7.83853947,2,http://www.booking.com/hotel/de/zur-borke.en-gb.html,EUR
49524,18216,Quality Hotel Ekoxen,Klostergatan 68,Linkoping,Sweden,,Hotels,4,58.40566054,15.62427923,2,http://www.booking.com/hotel/se/quality-ekoxen.en-gb.html,SEK
49525,18217,Clarion Collection Hotel Bolinder Munktell,Munktellstorget,Eskilstuna,Sweden,,Hotels,4,59.37621595,16.51176855,2,http://www.booking.com/hotel/se/clarion-collection-bolinder-munktell.en-gb.html,SEK
49526,182176,Kulinarium an der Glems,Mahdentalstrasse 111,Stuttgart,Germany,70569,Hotels,3,48.75736996,9.06877935,2,http://www.booking.com/hotel/de/kulinarium-an-der-glems.en-gb.html,EUR
49527,182176,AC Hotel Carlton Madrid,Paseo de la Delicias 26,Madrid,Spain,28045,Hotels,4,40.405159,-3.693468,5,https://www.agoda.com/en-gb/ac-hotel-carlton-madrid_4/hotel/madrid-es.html,EUR
49528,182177,Hotel Restaurant Le Plaisance,17 place de leurope,Maurs,France,15600,Hotels,3,44.71245452,2.19793886,2,http://www.booking.com/hotel/fr/le-plaisance.en-gb.html,EUR
49529,18218,Clarion Collection Hotel Packhuset,Skeppsbrogatan 26,Kalmar,Sweden,,Hotels,4,56.66122586,16.36641115,2,http://www.booking.com/hotel/se/clarion-collection-packhuset.en-gb.html,SEK
49530,182184,allgau resort,Sebastian-Kneipp-Allee 7,Bad Gronenbach,Germany,87730,Hotels,4,47.87166178,10.22365272,2,http://www.booking.com/hotel/de/allgauer-tor.en-gb.html,EUR
49531,182186,Hotel St Sernin,2 Rue St Bernard,Toulouse,France,31000,Hotels,3,43.60870798,1.44321084,2,http://www.booking.com/hotel/fr/st-sernin.en-gb.html,EUR
49532,182190,Hotel Am Quellberg,Holunderweg 3-9,Recklinghausen,Germany,45665,Hotels,3,51.60378525,7.22761989,2,http://www.booking.com/hotel/de/sporthotel-quellberg-park.en-gb.html,EUR
49533,182199,Hotel Quickborn & Gastehaus Hesse,Auf dem Halenberg 6,Quickborn,Germany,25451,Hotels,3,53.74195838,9.94360596,2,http://www.booking.com/hotel/de/quickborn.en-gb.html,EUR
49534,18220,Quality Hotel Park Sodertalje City,Saltsjotorget,Sodertalje,Sweden,,Hotels,4,59.19346626,17.62793899,2,http://www.booking.com/hotel/se/quality-park.en-gb.html,SEK
49535,182207,Hotel Antonios,Main Street,Archea Olimpia,Greece,27065,Hotels,4,37.64670944,21.62170029,5,https://www.agoda.com/en-gb/hotel-antonios/hotel/archea-olimpia-gr.html,EUR
49536,18221,Quality Hotel Panorama,Eklandagatan 51-53,Gothenburg,Sweden,41261,Hotels,4,57.68941647,11.98767856,2,http://www.booking.com/hotel/se/quality-panorama.en-gb.html,SEK
49537,182219,Logis Relais de Vincey,"33, Rue de Lorraine",Vincey,France,88450,Hotels,3,48.34908716,6.32062018,2,http://www.booking.com/hotel/fr/logis-relais-de-vincey.en-gb.html,EUR
49538,182219,Hotel Adria,Franje Tudjmana 969,Kastela,Croatia,21217,Hotels,3,43.5449791,16.31489944,5,https://www.agoda.com/en-gb/hotel-adria/hotel/kastela-hr.html,EUR
49539,182225,Hotel Flora,Zuckerstrasse 43,Herzlake,Germany,49770,Hotels,3,52.68018088,7.60139108,2,http://www.booking.com/hotel/de/flora-herzlake.en-gb.html,EUR
49540,18223,Clarion Collection Hotel Odin,Odinsgatan 6,Gothenburg,Sweden,41103,Hotels,4,57.70900935,11.97951123,2,http://www.booking.com/hotel/se/clarion-collection-odin.en-gb.html,SEK
49541,1822340,La Tour Carree - Grasse Sud,11 Chemin des Chevrefeuilles,Peymeinade,France,6530,Hotels,3,43.64572312,6.87045836,2,http://www.booking.com/hotel/fr/la-tour-carree.en-gb.html,EUR
49542,1822350,Hotel Cliff,Viale Toscanelli 96,Rimini,Italy,47921,Hotels,3,44.08012805,12.55023733,2,http://www.booking.com/hotel/it/cliff-rimini.en-gb.html,EUR
49543,182236,L'Auberge Basque-Relais & Chateaux,Vieille Route de Saint Jean de Luz,Saint-Pee-sur-Nivelle,France,64310,Hotels,4,43.36762746,-1.58449084,2,http://www.booking.com/hotel/fr/auberge-basque.en-gb.html,EUR
49544,182239,Hotel Pension Marie-Luise,Sebastian-Kneipp-Strasse 3,Bad Bevensen,Germany,29549,Hotels,3,53.08622606,10.58543175,2,http://www.booking.com/hotel/de/pension-marie-luise.en-gb.html,EUR
49545,18224,Comfort Hotel Malmo,Carlsgatan 10 C,Malmo,Sweden,,Hotels,3,55.61078392,13.00139934,2,http://www.booking.com/hotel/se/comfort-malmo.en-gb.html,SEK
49546,1822402,Hotel Brinje,Rogla 1,Zrece,Slovenia,3214,Hotels,3,46.45202004,15.33351566,2,https://www.booking.com/hotel/si/brinje.en-gb.html,EUR
49547,182241,Le Sherpa Val Thorens Hotels-Chalets de Tradition,Rue De Gebroulaz,Val Thorens,France,73440,Hotels,3,45.29795628,6.58541054,2,http://www.booking.com/hotel/fr/le-sherpa.en-gb.html,EUR
49548,182243,Hotel Citymaxx,Dierkower Damm 50 (Ecke Petridamm),Rostock,Germany,18146,Hotels,2,54.09281755,12.15751737,2,http://www.booking.com/hotel/de/citymaxx.en-gb.html,EUR
49549,182244,Hotel Val De Saone Lyon Caluire Rillieux,1 Allee Paul Delorme,Sathonay-Camp,France,69580,Hotels,2,45.81950593,4.86864924,2,http://www.booking.com/hotel/fr/du-val-de-saone.en-gb.html,EUR
49550,1822446,Gornergrat Dorf Hotel,Bahnhofstrasse 1,Zermatt,Switzerland,3920,Hotels,3,46.02339498,7.74796997,2,http://www.booking.com/hotel/ch/gornergrat-dorf.en-gb.html,CHF
49551,182245,Les Glaciers,Grande Rue,Samoens,France,74340,Hotels,3,46.08412239,6.72422826,2,http://www.booking.com/hotel/fr/les-glaciers-samoens.en-gb.html,EUR
49552,182247,havenhostel Bremerhaven,Burgermeister-Smidt-Str. 209,Bremerhaven,Germany,27568,Hotels,2,53.56016061,8.56620312,2,http://www.booking.com/hotel/de/havenhostel-bremerhaven.en-gb.html,EUR
49553,182248,Hotel Chalet Saint-Georges,"159, Rue Monseigneur Conseil",Megeve,France,74120,Hotels,4,45.85526139,6.61711156,2,http://www.booking.com/hotel/fr/chalet-saint-georges.en-gb.html,EUR
49554,1822491,La Meiro,Via dei Pinet 1,Castelmagno,Italy,12020,Hotels,4,44.39831215,7.17328269,2,http://www.booking.com/hotel/it/la-meiro.en-gb.html,EUR
